GeoName,State,Description,Unit, Year 
Clarke,MS,Per capita personal income (dollars),Dollars,"35,268"
Cass,TX,Per capita personal income (dollars),Dollars,"35,274"
Essex,VT,Per capita personal income (dollars),Dollars,"35,279"
Roscommon,MI,Per capita personal income (dollars),Dollars,"35,282"
Payne,OK,Per capita personal income (dollars),Dollars,"35,285"
Lumpkin,GA,Per capita personal income (dollars),Dollars,"35,288"
Pender,NC,Per capita personal income (dollars),Dollars,"35,296"
Barton,MO,Per capita personal income (dollars),Dollars,"35,305"
Mahnomen,MN,Per capita personal income (dollars),Dollars,"35,314"
Woodruff,AR,Per capita personal income (dollars),Dollars,"35,322"
Bland,VA,Per capita personal income (dollars),Dollars,"35,331"
Garfield,MT,Per capita personal income (dollars),Dollars,"35,337"
Fremont (includes Yellowstone Park),ID,Per capita personal income (dollars),Dollars,"35,350"
Laclede,MO,Per capita personal income (dollars),Dollars,"35,355"
Ashe,NC,Per capita personal income (dollars),Dollars,"35,368"
Watauga,NC,Per capita personal income (dollars),Dollars,"35,384"
Duchesne,UT,Per capita personal income (dollars),Dollars,"35,387"
Trimble,KY,Per capita personal income (dollars),Dollars,"35,388"
Neshoba,MS,Per capita personal income (dollars),Dollars,"35,409"
Gates,NC,Per capita personal income (dollars),Dollars,"35,418"
Edgefield,SC,Per capita personal income (dollars),Dollars,"35,426"
Alamosa,CO,Per capita personal income (dollars),Dollars,"35,437"
Branch,MI,Per capita personal income (dollars),Dollars,"35,438"
Tyler,WV,Per capita personal income (dollars),Dollars,"35,457"
Atascosa,TX,Per capita personal income (dollars),Dollars,"35,464"
Parke,IN,Per capita personal income (dollars),Dollars,"35,478"
Larue,KY,Per capita personal income (dollars),Dollars,"35,481"
Acadia,LA,Per capita personal income (dollars),Dollars,"35,481"
Montmorency,MI,Per capita personal income (dollars),Dollars,"35,483"
Jackson,IL,Per capita personal income (dollars),Dollars,"35,488"
Johnson,MO,Per capita personal income (dollars),Dollars,"35,492"
Jackson,WV,Per capita personal income (dollars),Dollars,"35,504"
Franklin,GA,Per capita personal income (dollars),Dollars,"35,508"
Richmond,VA,Per capita personal income (dollars),Dollars,"35,508"
Ross,OH,Per capita personal income (dollars),Dollars,"35,512"
Gordon,GA,Per capita personal income (dollars),Dollars,"35,514"
Cumberland,TN,Per capita personal income (dollars),Dollars,"35,518"
Amherst,VA,Per capita personal income (dollars),Dollars,"35,527"
Laurens,GA,Per capita personal income (dollars),Dollars,"35,528"
Freestone,TX,Per capita personal income (dollars),Dollars,"35,528"
Wheeler,OR,Per capita personal income (dollars),Dollars,"35,534"
Pulaski,KY,Per capita personal income (dollars),Dollars,"35,537"
Chicot,AR,Per capita personal income (dollars),Dollars,"35,538"
Etowah,AL,Per capita personal income (dollars),Dollars,"35,542"
Hancock,KY,Per capita personal income (dollars),Dollars,"35,550"
Fairfield,SC,Per capita personal income (dollars),Dollars,"35,558"
Hale,AL,Per capita personal income (dollars),Dollars,"35,559"
Barrow,GA,Per capita personal income (dollars),Dollars,"35,560"
Knox,TX,Per capita personal income (dollars),Dollars,"35,560"
Halifax,VA,Per capita personal income (dollars),Dollars,"35,571"
Dewey,SD,Per capita personal income (dollars),Dollars,"35,572"
Lauderdale,AL,Per capita personal income (dollars),Dollars,"35,573"
Seward,KS,Per capita personal income (dollars),Dollars,"35,581"
Madison,MO,Per capita personal income (dollars),Dollars,"35,592"
Gratiot,MI,Per capita personal income (dollars),Dollars,"35,599"
Hernando,FL,Per capita personal income (dollars),Dollars,"35,601"
Elmore,ID,Per capita personal income (dollars),Dollars,"35,609"
Baxter,AR,Per capita personal income (dollars),Dollars,"35,617"
Stokes,NC,Per capita personal income (dollars),Dollars,"35,623"
Big Horn,WY,Per capita personal income (dollars),Dollars,"35,627"
Barren,KY,Per capita personal income (dollars),Dollars,"35,644"
Houghton,MI,Per capita personal income (dollars),Dollars,"35,650"
McDuffie,GA,Per capita personal income (dollars),Dollars,"35,656"
Beckham,OK,Per capita personal income (dollars),Dollars,"35,662"
Caldwell,MO,Per capita personal income (dollars),Dollars,"35,671"
Gladwin,MI,Per capita personal income (dollars),Dollars,"35,674"
Wilkes,NC,Per capita personal income (dollars),Dollars,"35,681"
Schleicher,TX,Per capita personal income (dollars),Dollars,"35,685"
Benewah,ID,Per capita personal income (dollars),Dollars,"35,691"
Drew,AR,Per capita personal income (dollars),Dollars,"35,696"
St. Martin,LA,Per capita personal income (dollars),Dollars,"35,705"
Delaware,IN,Per capita personal income (dollars),Dollars,"35,713"
Marion,FL,Per capita personal income (dollars),Dollars,"35,719"
Tuscola,MI,Per capita personal income (dollars),Dollars,"35,719"
Calhoun,AL,Per capita personal income (dollars),Dollars,"35,721"
Baker,GA,Per capita personal income (dollars),Dollars,"35,725"
Crittenden,AR,Per capita personal income (dollars),Dollars,"35,726"
Smyth,VA,Per capita personal income (dollars),Dollars,"35,729"
Floyd,KY,Per capita personal income (dollars),Dollars,"35,738"
Dawson,TX,Per capita personal income (dollars),Dollars,"35,739"
Mercer,WV,Per capita personal income (dollars),Dollars,"35,745"
Monroe,KY,Per capita personal income (dollars),Dollars,"35,747"
Power,ID,Per capita personal income (dollars),Dollars,"35,757"
Bienville,LA,Per capita personal income (dollars),Dollars,"35,759"
Mecklenburg,VA,Per capita personal income (dollars),Dollars,"35,764"
Franklin,IL,Per capita personal income (dollars),Dollars,"35,794"
Atchison,KS,Per capita personal income (dollars),Dollars,"35,796"
Bedford,TN,Per capita personal income (dollars),Dollars,"35,799"
Box Elder,UT,Per capita personal income (dollars),Dollars,"35,800"
Lowndes,GA,Per capita personal income (dollars),Dollars,"35,817"
Crenshaw,AL,Per capita personal income (dollars),Dollars,"35,823"
Brown,OH,Per capita personal income (dollars),Dollars,"35,830"
Unicoi,TN,Per capita personal income (dollars),Dollars,"35,836"
Rockingham,NC,Per capita personal income (dollars),Dollars,"35,862"
Simpson,MS,Per capita personal income (dollars),Dollars,"35,865"
Marion,TX,Per capita personal income (dollars),Dollars,"35,869"
Towns,GA,Per capita personal income (dollars),Dollars,"35,901"
Randolph,NC,Per capita personal income (dollars),Dollars,"35,910"
Washington,MS,Per capita personal income (dollars),Dollars,"35,916"
Logan,IL,Per capita personal income (dollars),Dollars,"35,922"
Nacogdoches,TX,Per capita personal income (dollars),Dollars,"35,922"
Crawford,KS,Per capita personal income (dollars),Dollars,"35,923"
Lincoln,GA,Per capita personal income (dollars),Dollars,"35,936"
Adams,ID,Per capita personal income (dollars),Dollars,"35,945"
Darlington,SC,Per capita personal income (dollars),Dollars,"35,965"
Houston,TX,Per capita personal income (dollars),Dollars,"35,966"
Horry,SC,Per capita personal income (dollars),Dollars,"35,971"
Richland,LA,Per capita personal income (dollars),Dollars,"35,988"
Perry,IL,Per capita personal income (dollars),Dollars,"35,993"
Jasper,MS,Per capita personal income (dollars),Dollars,"36,001"
Pottawatomie,OK,Per capita personal income (dollars),Dollars,"36,010"
Carbon,UT,Per capita personal income (dollars),Dollars,"36,013"
McCormick,SC,Per capita personal income (dollars),Dollars,"36,014"
Montgomery + Radford,VA,Per capita personal income (dollars),Dollars,"36,020"
Ferry,WA,Per capita personal income (dollars),Dollars,"36,027"
Stoddard,MO,Per capita personal income (dollars),Dollars,"36,037"
Yadkin,NC,Per capita personal income (dollars),Dollars,"36,046"
Perry,OH,Per capita personal income (dollars),Dollars,"36,048"
Fulton,IL,Per capita personal income (dollars),Dollars,"36,054"
Iosco,MI,Per capita personal income (dollars),Dollars,"36,055"
Carroll,MS,Per capita personal income (dollars),Dollars,"36,056"
Tensas,LA,Per capita personal income (dollars),Dollars,"36,060"
Stephens,TX,Per capita personal income (dollars),Dollars,"36,060"
Greenwood,SC,Per capita personal income (dollars),Dollars,"36,067"
Madison,AR,Per capita personal income (dollars),Dollars,"36,069"
Marshall,TN,Per capita personal income (dollars),Dollars,"36,075"
Arenac,MI,Per capita personal income (dollars),Dollars,"36,085"
Harrison,MS,Per capita personal income (dollars),Dollars,"36,087"
Bolivar,MS,Per capita personal income (dollars),Dollars,"36,104"
Liberty,TX,Per capita personal income (dollars),Dollars,"36,112"
Vernon,MO,Per capita personal income (dollars),Dollars,"36,117"
Dawes,NE,Per capita personal income (dollars),Dollars,"36,124"
Sampson,NC,Per capita personal income (dollars),Dollars,"36,130"
Pike,AL,Per capita personal income (dollars),Dollars,"36,140"
Weakley,TN,Per capita personal income (dollars),Dollars,"36,146"
Tift,GA,Per capita personal income (dollars),Dollars,"36,148"
Minidoka,ID,Per capita personal income (dollars),Dollars,"36,149"
Jones,GA,Per capita personal income (dollars),Dollars,"36,159"
Worth,MO,Per capita personal income (dollars),Dollars,"36,159"
Johnson,NE,Per capita personal income (dollars),Dollars,"36,160"
Love,OK,Per capita personal income (dollars),Dollars,"36,160"
Putnam,IN,Per capita personal income (dollars),Dollars,"36,162"
Del Norte,CA,Per capita personal income (dollars),Dollars,"36,172"
Alexander,NC,Per capita personal income (dollars),Dollars,"36,178"
Trigg,KY,Per capita personal income (dollars),Dollars,"36,180"
Cleveland,NC,Per capita personal income (dollars),Dollars,"36,182"
Nance,NE,Per capita personal income (dollars),Dollars,"36,183"
Grant,WV,Per capita personal income (dollars),Dollars,"36,184"
Pike,OH,Per capita personal income (dollars),Dollars,"36,186"
Stevens,KS,Per capita personal income (dollars),Dollars,"36,189"
Otero,CO,Per capita personal income (dollars),Dollars,"36,194"
Gem,ID,Per capita personal income (dollars),Dollars,"36,200"
Hart,GA,Per capita personal income (dollars),Dollars,"36,219"
Oceana,MI,Per capita personal income (dollars),Dollars,"36,225"
Scott,IN,Per capita personal income (dollars),Dollars,"36,227"
Oxford,ME,Per capita personal income (dollars),Dollars,"36,245"
Pine,MN,Per capita personal income (dollars),Dollars,"36,249"
Mills,TX,Per capita personal income (dollars),Dollars,"36,251"
Smith,TN,Per capita personal income (dollars),Dollars,"36,263"
Sanilac,MI,Per capita personal income (dollars),Dollars,"36,266"
Paulding,GA,Per capita personal income (dollars),Dollars,"36,276"
Greenbrier,WV,Per capita personal income (dollars),Dollars,"36,291"
Jackson,MS,Per capita personal income (dollars),Dollars,"36,297"
Camas,ID,Per capita personal income (dollars),Dollars,"36,314"
East Carroll,LA,Per capita personal income (dollars),Dollars,"36,315"
Campbell + Lynchburg,VA,Per capita personal income (dollars),Dollars,"36,317"
Bronx,NY,Per capita personal income (dollars),Dollars,"36,321"
Craighead,AR,Per capita personal income (dollars),Dollars,"36,323"
Huntingdon,PA,Per capita personal income (dollars),Dollars,"36,339"
Lassen,CA,Per capita personal income (dollars),Dollars,"36,350"
Garvin,OK,Per capita personal income (dollars),Dollars,"36,372"
Delta,CO,Per capita personal income (dollars),Dollars,"36,373"
Desha,AR,Per capita personal income (dollars),Dollars,"36,384"
Hitchcock,NE,Per capita personal income (dollars),Dollars,"36,388"
Lyon,KS,Per capita personal income (dollars),Dollars,"36,412"
Washington,IN,Per capita personal income (dollars),Dollars,"36,417"
Faulkner,AR,Per capita personal income (dollars),Dollars,"36,424"
Lee,AL,Per capita personal income (dollars),Dollars,"36,437"
San Saba,TX,Per capita personal income (dollars),Dollars,"36,449"
Clinton,IN,Per capita personal income (dollars),Dollars,"36,455"
Oglethorpe,GA,Per capita personal income (dollars),Dollars,"36,456"
Pittsburg,OK,Per capita personal income (dollars),Dollars,"36,456"
Blackford,IN,Per capita personal income (dollars),Dollars,"36,463"
Pulaski,IL,Per capita personal income (dollars),Dollars,"36,471"
Sequatchie,TN,Per capita personal income (dollars),Dollars,"36,474"
Juneau,WI,Per capita personal income (dollars),Dollars,"36,478"
Columbiana,OH,Per capita personal income (dollars),Dollars,"36,481"
Garfield,UT,Per capita personal income (dollars),Dollars,"36,486"
Moniteau,MO,Per capita personal income (dollars),Dollars,"36,487"
Navarro,TX,Per capita personal income (dollars),Dollars,"36,495"
Lewis,WV,Per capita personal income (dollars),Dollars,"36,503"
Person,NC,Per capita personal income (dollars),Dollars,"36,510"
Wayne,UT,Per capita personal income (dollars),Dollars,"36,512"
Daniels,MT,Per capita personal income (dollars),Dollars,"36,517"
Avoyelles,LA,Per capita personal income (dollars),Dollars,"36,529"
Lauderdale,MS,Per capita personal income (dollars),Dollars,"36,534"
Imperial,CA,Per capita personal income (dollars),Dollars,"36,537"
Boyle,KY,Per capita personal income (dollars),Dollars,"36,537"
Faulk,SD,Per capita personal income (dollars),Dollars,"36,548"
Nye,NV,Per capita personal income (dollars),Dollars,"36,551"
Mercer,KY,Per capita personal income (dollars),Dollars,"36,552"
Henry,IN,Per capita personal income (dollars),Dollars,"36,561"
Fannin,TX,Per capita personal income (dollars),Dollars,"36,567"
Taos,NM,Per capita personal income (dollars),Dollars,"36,575"
Rowan,NC,Per capita personal income (dollars),Dollars,"36,576"
Newaygo,MI,Per capita personal income (dollars),Dollars,"36,579"
Clinch,GA,Per capita personal income (dollars),Dollars,"36,580"
Lawrence,OH,Per capita personal income (dollars),Dollars,"36,580"
Mineral,NV,Per capita personal income (dollars),Dollars,"36,585"
Piscataquis,ME,Per capita personal income (dollars),Dollars,"36,588"
Perry,IN,Per capita personal income (dollars),Dollars,"36,596"
Choctaw,AL,Per capita personal income (dollars),Dollars,"36,603"
Calhoun,TX,Per capita personal income (dollars),Dollars,"36,603"
Citrus,FL,Per capita personal income (dollars),Dollars,"36,614"
Alcona,MI,Per capita personal income (dollars),Dollars,"36,624"
Greenlee,AZ,Per capita personal income (dollars),Dollars,"36,626"
Lowndes,MS,Per capita personal income (dollars),Dollars,"36,657"
Hardin,IL,Per capita personal income (dollars),Dollars,"36,658"
Appanoose,IA,Per capita personal income (dollars),Dollars,"36,659"
Franklin,WA,Per capita personal income (dollars),Dollars,"36,666"
Anderson,KS,Per capita personal income (dollars),Dollars,"36,673"
Madison,IN,Per capita personal income (dollars),Dollars,"36,675"
Quay,NM,Per capita personal income (dollars),Dollars,"36,686"
Jerome,ID,Per capita personal income (dollars),Dollars,"36,699"
Doniphan,KS,Per capita personal income (dollars),Dollars,"36,703"
Craig,VA,Per capita personal income (dollars),Dollars,"36,710"
Appomattox,VA,Per capita personal income (dollars),Dollars,"36,727"
Pettis,MO,Per capita personal income (dollars),Dollars,"36,732"
Rooks,KS,Per capita personal income (dollars),Dollars,"36,736"
Henry,KY,Per capita personal income (dollars),Dollars,"36,736"
Floyd,VA,Per capita personal income (dollars),Dollars,"36,744"
Marion,OH,Per capita personal income (dollars),Dollars,"36,753"
Hunt,TX,Per capita personal income (dollars),Dollars,"36,753"
Van Zandt,TX,Per capita personal income (dollars),Dollars,"36,756"
Butte,SD,Per capita personal income (dollars),Dollars,"36,758"
Cleburne,AR,Per capita personal income (dollars),Dollars,"36,764"
Cloud,KS,Per capita personal income (dollars),Dollars,"36,765"
Mobile,AL,Per capita personal income (dollars),Dollars,"36,777"
Conway,AR,Per capita personal income (dollars),Dollars,"36,781"
McCulloch,TX,Per capita personal income (dollars),Dollars,"36,784"
Pocahontas,WV,Per capita personal income (dollars),Dollars,"36,785"
Newberry,SC,Per capita personal income (dollars),Dollars,"36,802"
Washington,UT,Per capita personal income (dollars),Dollars,"36,809"
Carroll,GA,Per capita personal income (dollars),Dollars,"36,814"
Richmond,GA,Per capita personal income (dollars),Dollars,"36,820"
Harding,NM,Per capita personal income (dollars),Dollars,"36,820"
Livingston,KY,Per capita personal income (dollars),Dollars,"36,823"
Howard,TX,Per capita personal income (dollars),Dollars,"36,824"
Phillips,MT,Per capita personal income (dollars),Dollars,"36,841"
Bartow,GA,Per capita personal income (dollars),Dollars,"36,844"
Hocking,OH,Per capita personal income (dollars),Dollars,"36,851"
Tippecanoe,IN,Per capita personal income (dollars),Dollars,"36,852"
Granville,NC,Per capita personal income (dollars),Dollars,"36,852"
Columbia,AR,Per capita personal income (dollars),Dollars,"36,856"
Randolph,IN,Per capita personal income (dollars),Dollars,"36,856"
Orange,IN,Per capita personal income (dollars),Dollars,"36,862"
Manistee,MI,Per capita personal income (dollars),Dollars,"36,867"
Franklin,ME,Per capita personal income (dollars),Dollars,"36,874"
Harney,OR,Per capita personal income (dollars),Dollars,"36,911"
Floyd,TX,Per capita personal income (dollars),Dollars,"36,911"
Scioto,OH,Per capita personal income (dollars),Dollars,"36,917"
Wapello,IA,Per capita personal income (dollars),Dollars,"36,928"
Jones,MS,Per capita personal income (dollars),Dollars,"36,933"
St. Lawrence,NY,Per capita personal income (dollars),Dollars,"36,935"
Vermilion,LA,Per capita personal income (dollars),Dollars,"36,943"
Alleghany,NC,Per capita personal income (dollars),Dollars,"36,949"
Marion,TN,Per capita personal income (dollars),Dollars,"36,950"
San Augustine,TX,Per capita personal income (dollars),Dollars,"36,961"
Ashland,OH,Per capita personal income (dollars),Dollars,"36,962"
Cowley,KS,Per capita personal income (dollars),Dollars,"36,963"
Pittsylvania + Danville,VA,Per capita personal income (dollars),Dollars,"36,970"
Webster,MS,Per capita personal income (dollars),Dollars,"36,973"
Pickens,SC,Per capita personal income (dollars),Dollars,"36,973"
Sumter,SC,Per capita personal income (dollars),Dollars,"36,978"
Somerset,ME,Per capita personal income (dollars),Dollars,"36,980"
Bannock,ID,Per capita personal income (dollars),Dollars,"36,984"
Perry,KY,Per capita personal income (dollars),Dollars,"36,986"
Cumberland,NC,Per capita personal income (dollars),Dollars,"36,990"
Union,IN,Per capita personal income (dollars),Dollars,"36,992"
St. Clair,AL,Per capita personal income (dollars),Dollars,"36,993"
Washington,KY,Per capita personal income (dollars),Dollars,"36,996"
Wood,TX,Per capita personal income (dollars),Dollars,"36,996"
Lyon,NV,Per capita personal income (dollars),Dollars,"36,999"
Clay,SD,Per capita personal income (dollars),Dollars,"36,999"
Floyd,GA,Per capita personal income (dollars),Dollars,"37,003"
Angelina,TX,Per capita personal income (dollars),Dollars,"37,004"
Franklin,NY,Per capita personal income (dollars),Dollars,"37,006"
Ford,KS,Per capita personal income (dollars),Dollars,"37,024"
Clay,IN,Per capita personal income (dollars),Dollars,"37,025"
Lake,OR,Per capita personal income (dollars),Dollars,"37,029"
Tazewell,VA,Per capita personal income (dollars),Dollars,"37,042"
Colbert,AL,Per capita personal income (dollars),Dollars,"37,073"
Camden,MO,Per capita personal income (dollars),Dollars,"37,080"
Tipton,TN,Per capita personal income (dollars),Dollars,"37,085"
Ballard,KY,Per capita personal income (dollars),Dollars,"37,109"
Ashtabula,OH,Per capita personal income (dollars),Dollars,"37,112"
Union,LA,Per capita personal income (dollars),Dollars,"37,117"
Adams,IN,Per capita personal income (dollars),Dollars,"37,119"
Iberia,LA,Per capita personal income (dollars),Dollars,"37,119"
Crawford,OH,Per capita personal income (dollars),Dollars,"37,139"
Warren,KY,Per capita personal income (dollars),Dollars,"37,140"
St. Mary,LA,Per capita personal income (dollars),Dollars,"37,142"
Fayette,OH,Per capita personal income (dollars),Dollars,"37,148"
Tuscaloosa,AL,Per capita personal income (dollars),Dollars,"37,157"
McDonough,IL,Per capita personal income (dollars),Dollars,"37,161"
St. Joseph,MI,Per capita personal income (dollars),Dollars,"37,161"
Callahan,TX,Per capita personal income (dollars),Dollars,"37,170"
Peach,GA,Per capita personal income (dollars),Dollars,"37,173"
Clay,IL,Per capita personal income (dollars),Dollars,"37,175"
Jay,IN,Per capita personal income (dollars),Dollars,"37,181"
Swain,NC,Per capita personal income (dollars),Dollars,"37,192"
Calhoun,SC,Per capita personal income (dollars),Dollars,"37,199"
Forrest,MS,Per capita personal income (dollars),Dollars,"37,202"
Muskegon,MI,Per capita personal income (dollars),Dollars,"37,207"
Massac,IL,Per capita personal income (dollars),Dollars,"37,218"
Brown,TX,Per capita personal income (dollars),Dollars,"37,219"
Boyd,KY,Per capita personal income (dollars),Dollars,"37,222"
Todd,KY,Per capita personal income (dollars),Dollars,"37,222"
Hill,TX,Per capita personal income (dollars),Dollars,"37,228"
Camp,TX,Per capita personal income (dollars),Dollars,"37,235"
Christian,KY,Per capita personal income (dollars),Dollars,"37,237"
Harrison,MO,Per capita personal income (dollars),Dollars,"37,243"
Mineral,WV,Per capita personal income (dollars),Dollars,"37,261"
West Feliciana,LA,Per capita personal income (dollars),Dollars,"37,266"
Stone,MO,Per capita personal income (dollars),Dollars,"37,272"
Grant,AR,Per capita personal income (dollars),Dollars,"37,275"
Whitfield,GA,Per capita personal income (dollars),Dollars,"37,278"
Brazos,TX,Per capita personal income (dollars),Dollars,"37,278"
Dorchester,SC,Per capita personal income (dollars),Dollars,"37,282"
Cass,IN,Per capita personal income (dollars),Dollars,"37,284"
Surry,NC,Per capita personal income (dollars),Dollars,"37,284"
Saginaw,MI,Per capita personal income (dollars),Dollars,"37,286"
Franklin,TN,Per capita personal income (dollars),Dollars,"37,289"
Wayne,NC,Per capita personal income (dollars),Dollars,"37,309"
Vermillion,IN,Per capita personal income (dollars),Dollars,"37,312"
Lamb,TX,Per capita personal income (dollars),Dollars,"37,320"
Coffee,TN,Per capita personal income (dollars),Dollars,"37,323"
Leon,TX,Per capita personal income (dollars),Dollars,"37,335"
Jefferson,OH,Per capita personal income (dollars),Dollars,"37,350"
Gogebic,MI,Per capita personal income (dollars),Dollars,"37,352"
Kleberg,TX,Per capita personal income (dollars),Dollars,"37,388"
Neosho,KS,Per capita personal income (dollars),Dollars,"37,394"
Santa Cruz,AZ,Per capita personal income (dollars),Dollars,"37,395"
Gibson,TN,Per capita personal income (dollars),Dollars,"37,414"
Gallia,OH,Per capita personal income (dollars),Dollars,"37,425"
Callaway,MO,Per capita personal income (dollars),Dollars,"37,438"
Vigo,IN,Per capita personal income (dollars),Dollars,"37,443"
Marengo,AL,Per capita personal income (dollars),Dollars,"37,447"
Page,VA,Per capita personal income (dollars),Dollars,"37,451"
Graves,KY,Per capita personal income (dollars),Dollars,"37,455"
Cumberland,VA,Per capita personal income (dollars),Dollars,"37,457"
Vermilion,IL,Per capita personal income (dollars),Dollars,"37,461"
Lake,MT,Per capita personal income (dollars),Dollars,"37,473"
Tangipahoa,LA,Per capita personal income (dollars),Dollars,"37,474"
Jennings,IN,Per capita personal income (dollars),Dollars,"37,482"
Bear Lake,ID,Per capita personal income (dollars),Dollars,"37,484"
Lincoln,MS,Per capita personal income (dollars),Dollars,"37,484"
Harrison,OH,Per capita personal income (dollars),Dollars,"37,514"
Presque Isle,MI,Per capita personal income (dollars),Dollars,"37,515"
Cache,UT,Per capita personal income (dollars),Dollars,"37,518"
Lonoke,AR,Per capita personal income (dollars),Dollars,"37,525"
Pueblo,CO,Per capita personal income (dollars),Dollars,"37,540"
Teton,ID,Per capita personal income (dollars),Dollars,"37,567"
Morrow,OH,Per capita personal income (dollars),Dollars,"37,585"
Jackson,OK,Per capita personal income (dollars),Dollars,"37,594"
Henry,GA,Per capita personal income (dollars),Dollars,"37,619"
Clay,MS,Per capita personal income (dollars),Dollars,"37,625"
Hopkins,TX,Per capita personal income (dollars),Dollars,"37,630"
Palo Pinto,TX,Per capita personal income (dollars),Dollars,"37,631"
Hinds,MS,Per capita personal income (dollars),Dollars,"37,633"
Greene,IN,Per capita personal income (dollars),Dollars,"37,637"
Cherokee,KS,Per capita personal income (dollars),Dollars,"37,642"
Henry + Martinsville,VA,Per capita personal income (dollars),Dollars,"37,642"
Morehouse,LA,Per capita personal income (dollars),Dollars,"37,648"
Martin,IN,Per capita personal income (dollars),Dollars,"37,659"
Montrose,CO,Per capita personal income (dollars),Dollars,"37,663"
Indiana,PA,Per capita personal income (dollars),Dollars,"37,668"
Franklin,TX,Per capita personal income (dollars),Dollars,"37,675"
Prince George + Hopewell,VA,Per capita personal income (dollars),Dollars,"37,675"
Jefferson,IL,Per capita personal income (dollars),Dollars,"37,681"
Shiawassee,MI,Per capita personal income (dollars),Dollars,"37,681"
Shelby,IL,Per capita personal income (dollars),Dollars,"37,692"
Stanly,NC,Per capita personal income (dollars),Dollars,"37,703"
Erath,TX,Per capita personal income (dollars),Dollars,"37,707"
Phelps,MO,Per capita personal income (dollars),Dollars,"37,711"
Seneca,NY,Per capita personal income (dollars),Dollars,"37,724"
Wagoner,OK,Per capita personal income (dollars),Dollars,"37,728"
Mifflin,PA,Per capita personal income (dollars),Dollars,"37,730"
Umatilla,OR,Per capita personal income (dollars),Dollars,"37,734"
Simpson,KY,Per capita personal income (dollars),Dollars,"37,757"
Newton,IN,Per capita personal income (dollars),Dollars,"37,763"
Bradley,TN,Per capita personal income (dollars),Dollars,"37,766"
Howard,MO,Per capita personal income (dollars),Dollars,"37,770"
Cooper,MO,Per capita personal income (dollars),Dollars,"37,778"
Hardin,TN,Per capita personal income (dollars),Dollars,"37,778"
Twiggs,GA,Per capita personal income (dollars),Dollars,"37,784"
Caribou,ID,Per capita personal income (dollars),Dollars,"37,788"
Uvalde,TX,Per capita personal income (dollars),Dollars,"37,788"
Knox,IL,Per capita personal income (dollars),Dollars,"37,806"
Stevens,WA,Per capita personal income (dollars),Dollars,"37,812"
McCone,MT,Per capita personal income (dollars),Dollars,"37,820"
Bates,MO,Per capita personal income (dollars),Dollars,"37,826"
Stephens,GA,Per capita personal income (dollars),Dollars,"37,831"
Deer Lodge,MT,Per capita personal income (dollars),Dollars,"37,837"
Van Buren,IA,Per capita personal income (dollars),Dollars,"37,839"
Trinity,CA,Per capita personal income (dollars),Dollars,"37,842"
Giles,TN,Per capita personal income (dollars),Dollars,"37,842"
Richland,OH,Per capita personal income (dollars),Dollars,"37,865"
Davidson,NC,Per capita personal income (dollars),Dollars,"37,867"
Medina,TX,Per capita personal income (dollars),Dollars,"37,878"
Kit Carson,CO,Per capita personal income (dollars),Dollars,"37,887"
Pawnee,KS,Per capita personal income (dollars),Dollars,"37,888"
Early,GA,Per capita personal income (dollars),Dollars,"37,889"
Linn,MO,Per capita personal income (dollars),Dollars,"37,897"
Roberts,TX,Per capita personal income (dollars),Dollars,"37,902"
Sevier,TN,Per capita personal income (dollars),Dollars,"37,910"
Taylor,WI,Per capita personal income (dollars),Dollars,"37,910"
Schoolcraft,MI,Per capita personal income (dollars),Dollars,"37,916"
Aitkin,MN,Per capita personal income (dollars),Dollars,"37,916"
Bradley,AR,Per capita personal income (dollars),Dollars,"37,936"
Butte,ID,Per capita personal income (dollars),Dollars,"37,944"
Taylor,WV,Per capita personal income (dollars),Dollars,"37,954"
Union,IA,Per capita personal income (dollars),Dollars,"37,956"
Lenawee,MI,Per capita personal income (dollars),Dollars,"37,956"
St. Lucie,FL,Per capita personal income (dollars),Dollars,"37,958"
Mineral,MT,Per capita personal income (dollars),Dollars,"37,968"
Polk,TX,Per capita personal income (dollars),Dollars,"37,969"
Warren,MS,Per capita personal income (dollars),Dollars,"37,983"
Natchitoches,LA,Per capita personal income (dollars),Dollars,"37,985"
Eureka,NV,Per capita personal income (dollars),Dollars,"37,990"
Hardeman,TX,Per capita personal income (dollars),Dollars,"37,991"
Henderson,TX,Per capita personal income (dollars),Dollars,"37,992"
Webster,LA,Per capita personal income (dollars),Dollars,"38,000"
Newton,MO,Per capita personal income (dollars),Dollars,"38,011"
Ontonagon,MI,Per capita personal income (dollars),Dollars,"38,027"
Jackson,MI,Per capita personal income (dollars),Dollars,"38,031"
Merced,CA,Per capita personal income (dollars),Dollars,"38,037"
Noble,IN,Per capita personal income (dollars),Dollars,"38,037"
Robertson,TX,Per capita personal income (dollars),Dollars,"38,039"
Ste. Genevieve,MO,Per capita personal income (dollars),Dollars,"38,041"
Carroll,OH,Per capita personal income (dollars),Dollars,"38,047"
Orleans,NY,Per capita personal income (dollars),Dollars,"38,049"
Madera,CA,Per capita personal income (dollars),Dollars,"38,062"
Washington,CO,Per capita personal income (dollars),Dollars,"38,071"
Crockett,TX,Per capita personal income (dollars),Dollars,"38,073"
Broadwater,MT,Per capita personal income (dollars),Dollars,"38,075"
Putnam,TN,Per capita personal income (dollars),Dollars,"38,079"
Marshall,WV,Per capita personal income (dollars),Dollars,"38,082"
